Disclosure Date,CVE_ID
2019-12-11,CVE-2019-19726
2019-12-11,cve-2019-19726
2015-07-06,CVE-2015-5119
2015-06-23,CVE-2015-3043
2015-06-23,CVE-2015-3113
2015-06-23,cve-2015-3113
2015-03-12,CVE-2015-0336
2015-03-12,cve-2015-0336
2015-07-06,CVE-2015-5122
2015-07-06,cve-2015-5122
2014-04-28,CVE-2014-0515
2014-04-28,cve-2014-0515
2015-05-12,CVE-2015-3105
2015-05-12,cve-2015-3105
2015-05-12,CVE-2015-3090
2015-05-12,cve-2015-3090
2014-04-28,CVE-2015-0311
2014-04-28,cve-2015-0311
2019-03-07,cve-2019-5825
2020-02-19,cve-2020-6418
2018-09-25,CVE-2019-1458
2020-11-18,CVE-2020-26950
2020-11-18,cve-2020-26950
2015-03-31,CVE-2015-0802
2013-08-06,CVE-2012-3993
2013-08-06,CVE-2013-1710
2014-01-20,cve-2014-8636
2013-01-08,CVE-2013-0757
2013-01-08,CVE-2013-0758
2013-01-08,cve-2013-0758
2013-05-14,CVE-2013-1670
2013-05-14,CVE-2013-1710
2015-02-11,cve-2015-1427
2017-07-13,CVE-2017-1000083
2017-07-13,cve-2017-1000083
2024-03-14,CVE-2024-29510
2024-03-14,cve-2024-29510
2019-07-16,CVE-2018-16858
2019-07-16,CVE-2019-9848
2019-07-16,cve-2019-9848
2019-07-16,cve-2019-9851
2018-10-18,CVE-2018-16858
2018-10-18,cve-2018-16858
2016-06-23,cve-2016-5641
2022-11-08,cve-2022-3405
2016-06-01,CVE-2016-3088
2020-12-07,CVE-2022-24112
2022-10-13,cve-2022-42889
2022-01-21,CVE-2022-24706
2016-03-06,CVE-2016-0709
2016-03-06,CVE-2016-0710
2014-09-24,CVE-2014-6271
2014-09-24,CVE-2014-6278
2021-05-10,CVE-2021-41773
2021-05-10,CVE-2021-42013
2021-05-10,cve-2021-41773
2024-05-30,CVE-2024-32113
2024-05-30,CVE-2024-38856
2023-05-23,CVE-2023-33246
2022-06-02,CVE-2022-26134
2022-06-02,cve-2022-26134
2023-10-04,CVE-2023-22515
2023-10-04,cve-2023-22515
2024-01-16,CVE-2023-22527
2024-01-16,cve-2023-22527
2024-05-21,CVE-2024-21683
2024-05-21,cve-2024-21683
2023-10-31,CVE-2023-22518
2021-08-25,cve-2021-26084
2024-04-09,cve-2024-31819
2022-11-16,cve-2022-43781
2024-05-12,CVE-2024-25641
2023-12-20,CVE-2023-49084
2023-12-20,CVE-2023-49085
2019-06-26,CVE-2019-1619
2019-06-26,CVE-2019-1622
2024-12-09,CVE-2024-55956
2024-12-09,cve-2024-50623
2024-12-09,cve-2024-55956
2022-10-31,CVE-2022-40471
2021-04-13,CVE-2020-35846
2021-04-13,CVE-2020-35847
2019-03-25,CVE-2019-3396
2024-02-19,CVE-2024-1708
2023-08-08,CVE-2023-43177
2023-08-08,cve-2023-43177
2014-09-24,CVE-2014-6271
2014-09-24,CVE-2014-6278
2021-06-29,cve-2021-35464
2023-07-13,CVE-2023-38836
2014-10-15,cve-2014-3704
2024-01-22,CVE-2024-0204
2024-01-22,cve-2024-0204
2023-02-01,CVE-2023-0669
2023-02-01,cve-2023-0669
2024-07-01,CVE-2024-36401
2024-07-01,cve-2024-36401
2024-03-18,cve-2024-24725
2020-10-07,cve-2020-14144
2021-04-14,CVE-2021-22204
2021-04-14,cve-2021-22205
2022-10-06,CVE-2022-2992
2014-12-18,CVE-2014-9390
2014-12-18,cve-2014-9390
2017-08-10,CVE-2017-1000117
2018-10-05,CVE-2018-17456
2013-09-12,cve-2013-5696
2020-10-07,cve-2020-14144
2012-02-13,cve-2012-0209
2007-02-20,CVE-2010-0738
2010-08-05,cve-2010-1871
2019-01-08,CVE-2018-1000408
2019-01-08,cve-2019-1003000
2016-02-24,CVE-2016-0792
2023-09-19,cve-2023-42793
2024-03-04,cve-2024-27198
2024-03-04,cve-2024-27199
2015-12-14,CVE-2015-6835
2019-11-25,cve-2020-7961
2021-12-09,CVE-2021-44228
2023-01-10,CVE-2022-47966
2023-01-10,cve-2022-47966
2023-01-10,CVE-2022-47966
2023-01-10,cve-2022-47966
2014-01-28,cve-2014-1610
2023-10-25,CVE-2023-37679
2023-10-25,CVE-2023-43208
2023-10-25,cve-2023-43208
2013-10-30,CVE-2021-21809
2021-06-22,CVE-2013-3630
2020-07-20,CVE-2020-14321
2013-01-07,CVE-2013-0209
2022-03-09,CVE-2022-24734
2019-10-20,cve-2019-16278
2023-05-26,CVE-2023-32315
2023-05-26,cve-2023-32315
2019-02-04,CVE-2018-19276
2019-02-04,cve-2018-19276
2021-07-26,CVE-2020-28653
2021-07-26,CVE-2021-3287
2022-01-19,CVE-2020-2883
2022-01-19,CVE-2021-35587
2022-01-19,cve-2021-35587
2014-01-15,CVE-2012-3152
2014-01-15,CVE-2012-3153
2017-10-19,CVE-2017-10271
2023-03-13,cve-2023-27350
2023-04-04,CVE-2022-43769
2023-04-04,CVE-2022-43939
2023-04-04,cve-2022-43769
2025-04-03,CVE-2025-2945
2016-12-26,CVE-2016-10033
2012-05-03,cve-2012-1823
2020-02-05,cve-2020-8644
2016-02-15,CVE-2017-1000486
2016-02-15,cve-2017-1000486
2020-11-21,CVE-2015-3884
2019-03-13,CVE-2019-5420
2016-10-16,CVE-2016-0752
2016-10-16,cve-2016-0752
2013-01-28,CVE-2013-0156
2013-01-28,cve-2013-0156
2013-01-07,cve-2013-0156
2023-06-16,CVE-2023-30625
2011-11-10,CVE-2011-3829
2011-11-10,CVE-2011-3833
2023-07-12,CVE-2023-34124
2023-07-12,CVE-2023-34132
2023-07-12,CVE-2023-34133
2023-06-01,CVE-2023-32707
2023-06-01,cve-2023-32707
2022-03-29,cve-2022-22963
2022-03-31,cve-2022-22965
2020-09-14,CVE-2019-0230
2020-09-14,CVE-2020-17530
2018-08-22,CVE-2018-11776
2017-09-05,CVE-2017-9805
2011-10-01,cve-2011-3923
2025-03-10,CVE-2025-24813
2023-10-03,CVE-2022-1471
2023-10-03,CVE-2023-43654
2023-10-03,cve-2022-1471
2023-10-03,cve-2023-43654
2017-04-10,CVE-2016-7547
2017-04-10,CVE-2016-7552
2020-08-09,CVE-2019-16759
2021-12-09,cve-2021-44228
2014-03-05,cve-2014-2268
2014-03-05,cve-2014-2269
2020-10-20,cve-2020-14882
2024-02-19,CVE-2024-25600
2021-10-21,CVE-2021-39352
2020-05-11,CVE-2020-12800
2020-09-09,CVE-2020-25213
2024-08-25,CVE-2024-5932
2024-08-25,CVE-2024-8353
2024-08-25,cve-2024-5932
2024-11-14,CVE-2024-10924
2023-11-23,CVE-2023-5360
2024-11-15,CVE-2024-8856
2022-04-01,CVE-2022-29464
2023-01-17,CVE-2023-21839
2023-01-17,CVE-2023-21931
2016-09-23,CVE-2017-6516
2018-10-25,cve-2018-14665
2018-10-25,cve-2018-14665
2023-10-27,CVE-2023-46604
2023-10-27,cve-2023-46604
2016-03-16,cve-2016-1542
2016-03-16,cve-2016-1543
2024-07-31,CVE-2024-6782
2022-11-22,CVE-2022-41034
2019-04-23,cve-2019-2725
2020-01-15,CVE-2020-2555
2020-01-15,cve-2020-2555
2007-05-14,CVE-2007-2447
2020-10-03,CVE-2020-6207
2022-06-28,CVE-2022-30333
2022-06-28,cve-2022-30333
2024-07-24,cve-2023-45249
2015-12-01,CVE-2014-6271
2020-07-14,CVE-2020-11978
2020-07-14,CVE-2020-13927
2016-04-06,CVE-2017-12635
2016-04-06,CVE-2017-12636
2021-01-21,cve-2021-25646
2024-04-22,CVE-2024-27348
2020-07-13,CVE-2023-51467
2020-07-13,cve-2023-49070
2021-03-22,CVE-2021-26295
2024-02-24,CVE-2023-50386
2022-07-18,cve-2022-33891
2023-09-06,CVE-2023-27524
2023-09-06,cve-2023-27524
2023-09-06,cve-2023-39265
2025-03-25,CVE-2024-55963
2025-03-25,CVE-2024-55964
2025-03-25,cve-2024-55963
2020-08-09,CVE-2020-17505
2020-08-09,CVE-2020-17506
2024-03-05,cve-2024-2054
2014-05-09,cve-2014-1635
2024-12-16,CVE-2024-12356
2024-12-16,CVE-2025-1094
2024-12-16,cve-2024-12356
2022-08-24,cve-2022-36804
2022-12-05,CVE-2022-46169
2023-11-28,CVE-2023-4220
2023-11-28,CVE-2024-4220
2023-06-01,CVE-2023-34960
2023-06-01,cve-2023-34960
2022-06-22,CVE-2022-20828
2021-05-05,CVE-2021-1499
2021-11-02,CVE-2022-20705
2021-11-02,CVE-2022-20707
2021-04-07,CVE-2021-1472
2021-04-07,CVE-2021-1473
2019-08-21,CVE-2019-1936
2019-08-21,CVE-2019-1937
2023-01-05,CVE-2022-44877
2024-12-19,CVE-2024-56145
2025-02-05,CVE-2024-3408
2016-10-15,CVE-2024-6127
2020-02-06,CVE-2020-8656
2020-02-06,CVE-2020-8657
2020-02-06,CVE-2020-9465
2023-10-26,cve-2023-46747
2015-09-03,cve-2015-3628
2022-05-04,CVE-2022-1388
2021-03-10,CVE-2021-22986
2021-03-10,cve-2021-22986
2022-11-16,cve-2022-41622
2022-11-16,cve-2022-41800
2022-08-19,cve-2022-37061
