CVE_ID,vendorProject,product,knownRansomwareCampaignUse,cwes
CVE-2020-11261,Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Unknown,CWE-20
CVE-2018-14847,MikroTik,RouterOS,Unknown,CWE-22
CVE-2021-37415,Zoho,ManageEngine ServiceDesk Plus (SDP),Unknown,CWE-306
CVE-2021-40438,Apache,Apache,Unknown,CWE-918
CVE-2021-44077,Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,Unknown,CWE-306
CVE-2021-22204,Perl,Exiftool,Unknown,CWE-95
CVE-2021-40449,Microsoft,Windows,Known,CWE-416
CVE-2021-42321,Microsoft,Exchange,Known,"CWE-184, CWE-502"
CVE-2021-42292,Microsoft,Office,Unknown,CWE-357
CVE-2021-27104,Accellion,FTA,Known,"CWE-20, CWE-78"
CVE-2021-27102,Accellion,FTA,Known,"CWE-20, CWE-78"
CVE-2021-27101,Accellion,FTA,Known,"CWE-89, CWE-138"
CVE-2021-27103,Accellion,FTA,Known,CWE-918
CVE-2021-21017,Adobe,Acrobat and Reader,Unknown,CWE-122
CVE-2021-28550,Adobe,Acrobat and Reader,Unknown,CWE-416
CVE-2018-4939,Adobe,ColdFusion,Unknown,CWE-502
CVE-2018-15961,Adobe,ColdFusion,Unknown,CWE-434
CVE-2018-4878,Adobe,Flash Player,Known,CWE-416
CVE-2020-5735,Amcrest,Cameras and Network Video Recorder (NVR),Unknown,CWE-121
CVE-2019-2215,Android,Android Kernel,Unknown,CWE-416
CVE-2020-0041,Android,Android Kernel,Unknown,CWE-20
CVE-2020-0069,MediaTek,Multiple Chipsets,Unknown,CWE-787
CVE-2017-9805,Apache,Struts,Unknown,CWE-502
CVE-2021-42013,Apache,HTTP Server,Known,CWE-22
CVE-2021-41773,Apache,HTTP Server,Known,CWE-22
CVE-2019-0211,Apache,HTTP Server,Unknown,CWE-416
CVE-2016-4437,Apache,Shiro,Unknown,CWE-284
CVE-2019-17558,Apache,Solr,Unknown,CWE-74
CVE-2020-17530,Apache,Struts,Unknown,CWE-917
CVE-2017-5638,Apache,Struts,Known,CWE-20
CVE-2018-11776,Apache,Struts,Unknown,CWE-20
CVE-2021-30858,Apple,"iOS, iPadOS, and macOS",Unknown,CWE-416
CVE-2019-6223,Apple,iOS and macOS,Unknown,
CVE-2021-30860,Apple,Multiple Products,Unknown,"CWE-20, CWE-190"
CVE-2020-27930,Apple,Multiple Products,Unknown,CWE-787
CVE-2021-30807,Apple,Multiple Products,Unknown,CWE-787
CVE-2020-27950,Apple,Multiple Products,Unknown,CWE-665
CVE-2020-27932,Apple,Multiple Products,Unknown,CWE-843
CVE-2020-9818,Apple,"iOS, iPadOS, and watchOS",Unknown,CWE-787
CVE-2020-9819,Apple,"iOS, iPadOS, and watchOS",Unknown,CWE-787
CVE-2021-30762,Apple,iOS,Unknown,CWE-416
CVE-2021-1782,Apple,Multiple Products,Unknown,"CWE-362, CWE-667"
CVE-2021-1870,Apple,"iOS, iPadOS, and macOS",Unknown,CWE-1173
CVE-2021-1871,Apple,"iOS, iPadOS, and macOS",Unknown,CWE-1173
CVE-2021-1879,Apple,"iOS, iPadOS, and watchOS",Unknown,CWE-79
CVE-2021-30661,Apple,Multiple Products,Unknown,CWE-416
CVE-2021-30666,Apple,iOS,Unknown,CWE-119
CVE-2021-30713,Apple,macOS,Unknown,CWE-862
CVE-2021-30657,Apple,macOS,Unknown,CWE-862
CVE-2021-30665,Apple,Multiple Products,Unknown,CWE-787
CVE-2021-30663,Apple,Multiple Products,Unknown,"CWE-20, CWE-190"
CVE-2021-30761,Apple,iOS,Unknown,CWE-787
CVE-2021-30869,Apple,"iOS, iPadOS, and macOS",Unknown,CWE-843
CVE-2020-9859,Apple,Multiple Products,Unknown,CWE-415
CVE-2021-20090,Arcadyan,Buffalo Firmware,Unknown,CWE-22
CVE-2021-27562,Arm,Trusted Firmware,Unknown,CWE-787
CVE-2021-28664,Arm,Mali Graphics Processing Unit (GPU),Unknown,CWE-787
CVE-2021-28663,Arm,Mali Graphics Processing Unit (GPU),Unknown,CWE-416
CVE-2019-3398,Atlassian,Confluence Server and Data Center,Unknown,CWE-22
CVE-2021-26084,Atlassian,Confluence Server and Data Center,Known,CWE-917
CVE-2019-11580,Atlassian,Crowd and Crowd Data Center,Known,
CVE-2019-3396,Atlassian,Confluence Server and Data Server,Known,CWE-22
CVE-2021-42258,BQE,BillQuick Web Suite,Known,CWE-89
CVE-2020-3452,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Unknown,CWE-20
CVE-2020-3580,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Known,CWE-79
CVE-2021-1497,Cisco,HyperFlex HX,Unknown,CWE-78
CVE-2021-1498,Cisco,HyperFlex HX,Unknown,CWE-78
CVE-2018-0171,Cisco,IOS and IOS XE,Unknown,CWE-20
CVE-2020-3118,Cisco,IOS XR,Unknown,CWE-134
CVE-2020-3566,Cisco,IOS XR,Unknown,CWE-400
CVE-2020-3569,Cisco,IOS XR,Unknown,CWE-400
CVE-2020-3161,Cisco,Cisco IP Phones,Unknown,CWE-20
CVE-2019-1653,Cisco,Small Business RV320 and RV325 Routers,Unknown,CWE-284
CVE-2018-0296,Cisco,Adaptive Security Appliance (ASA),Unknown,CWE-20
CVE-2019-13608,Citrix,StoreFront Server,Known,CWE-611
CVE-2020-8193,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",Unknown,CWE-284
CVE-2020-8195,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",Unknown,CWE-20
CVE-2020-8196,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",Unknown,CWE-284
CVE-2019-19781,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",Known,CWE-22
CVE-2019-11634,Citrix,Workspace Application and Receiver for Windows,Known,
CVE-2020-29557,D-Link,DIR-825 R1 Devices,Unknown,CWE-119
CVE-2020-25506,D-Link,DNS-320 Device,Unknown,CWE-78
CVE-2018-15811,DotNetNuke (DNN),DotNetNuke (DNN),Unknown,CWE-326
CVE-2018-18325,DotNetNuke (DNN),DotNetNuke (DNN),Unknown,CWE-326
CVE-2017-9822,DotNetNuke (DNN),DotNetNuke (DNN),Known,CWE-20
CVE-2019-15752,Docker,Desktop Community Edition,Unknown,CWE-732
CVE-2020-8515,DrayTek,Multiple Vigor Routers,Unknown,CWE-78
CVE-2018-7600,Drupal,Drupal Core,Known,CWE-20
CVE-2021-22205,GitLab,Community and Enterprise Editions,Known,"CWE-20, CWE-95"
CVE-2018-6789,Exim,Exim,Known,CWE-119
CVE-2020-8657,EyesOfNetwork,EyesOfNetwork,Unknown,CWE-798
CVE-2020-8655,EyesOfNetwork,EyesOfNetwork,Unknown,CWE-269
CVE-2020-5902,F5,BIG-IP,Known,CWE-22
CVE-2021-22986,F5,BIG-IP and BIG-IQ Centralized Management,Known,CWE-863
CVE-2021-35464,ForgeRock,Access Management (AM),Known,CWE-502
CVE-2019-5591,Fortinet,FortiOS,Unknown,CWE-306
CVE-2020-12812,Fortinet,FortiOS,Known,"CWE-178, CWE-287"
CVE-2018-13379,Fortinet,FortiOS,Known,CWE-22
CVE-2020-16010,Google,Chrome for Android UI,Unknown,CWE-787
CVE-2020-15999,Google,Chrome FreeType,Unknown,CWE-787
CVE-2021-21166,Google,Chromium,Unknown,"CWE-122, CWE-362"
CVE-2020-16017,Google,Chrome,Unknown,CWE-416
CVE-2021-37976,Google,Chromium,Unknown,CWE-862
CVE-2020-16009,Google,Chromium V8,Unknown,"CWE-787, CWE-843"
CVE-2021-30632,Google,Chromium V8,Unknown,CWE-122
CVE-2020-16013,Google,Chromium V8,Unknown,CWE-787
CVE-2021-30633,Google,Chromium Indexed DB API,Unknown,CWE-416
CVE-2021-21148,Google,Chromium V8,Unknown,CWE-122
CVE-2021-37973,Google,Chromium Portals,Unknown,CWE-416
CVE-2021-30551,Google,Chromium V8,Unknown,"CWE-122, CWE-843"
CVE-2021-37975,Google,Chromium V8,Unknown,CWE-416
CVE-2020-6418,Google,Chromium V8,Unknown,CWE-843
CVE-2021-30554,Google,Chromium WebGL,Unknown,CWE-416
CVE-2021-21206,Google,Chromium Blink,Unknown,CWE-416
CVE-2021-38000,Google,Chromium Intents,Unknown,CWE-20
CVE-2021-38003,Google,Chromium V8,Unknown,"CWE-122, CWE-755"
CVE-2021-21224,Google,Chromium V8,Unknown,CWE-843
CVE-2021-21193,Google,Chromium Blink,Unknown,CWE-416
CVE-2021-21220,Google,Chromium V8,Unknown,"CWE-20, CWE-122"
CVE-2021-30563,Google,Chromium V8,Unknown,"CWE-122, CWE-843"
CVE-2020-4430,IBM,Data Risk Manager,Unknown,CWE-22
CVE-2020-4427,IBM,Data Risk Manager,Unknown,
CVE-2020-4428,IBM,Data Risk Manager,Unknown,CWE-78
CVE-2019-4716,IBM,Planning Analytics,Unknown,CWE-94
CVE-2016-3715,ImageMagick,ImageMagick,Unknown,CWE-284
CVE-2016-3718,ImageMagick,ImageMagick,Unknown,CWE-20
CVE-2020-15505,Ivanti,MobileIron Multiple Products,Unknown,CWE-706
CVE-2021-30116,Kaseya,Virtual System/Server Administrator (VSA),Known,CWE-522
CVE-2020-7961,Liferay,Liferay Portal,Unknown,CWE-502
CVE-2021-23874,McAfee,McAfee Total Protection (MTP),Unknown,CWE-284
CVE-2021-22506,Micro Focus,Micro Focus Access Manager,Unknown,
CVE-2021-22502,Micro Focus,Operation Bridge Reporter (OBR),Unknown,"CWE-20, CWE-78"
CVE-2014-1812,Microsoft,Windows,Known,CWE-255
CVE-2021-38647,Microsoft,Open Management Infrastructure (OMI),Known,CWE-1390
CVE-2016-0167,Microsoft,Win32k,Known,CWE-264
CVE-2020-0878,Microsoft,Edge and Internet Explorer,Known,CWE-787
CVE-2021-31955,Microsoft,Windows,Unknown,CWE-497
CVE-2021-1647,Microsoft,Defender,Unknown,"CWE-122, CWE-1285"
CVE-2021-33739,Microsoft,Windows,Unknown,
CVE-2016-0185,Microsoft,Windows,Unknown,CWE-20
CVE-2020-0683,Microsoft,Windows,Unknown,
CVE-2020-17087,Microsoft,Windows,Unknown,CWE-131
CVE-2021-33742,Microsoft,Windows,Unknown,"CWE-787, CWE-823"
CVE-2021-31199,Microsoft,Enhanced Cryptographic Provider,Unknown,
CVE-2021-33771,Microsoft,Windows,Unknown,CWE-119
CVE-2021-31956,Microsoft,Windows,Unknown,"CWE-191, CWE-787"
CVE-2021-31201,Microsoft,Enhanced Cryptographic Provider,Unknown,
CVE-2021-31979,Microsoft,Windows,Unknown,CWE-119
CVE-2020-0938,Microsoft,Windows,Unknown,CWE-787
CVE-2020-17144,Microsoft,Exchange Server,Unknown,CWE-502
CVE-2020-0986,Microsoft,Windows,Unknown,CWE-787
CVE-2020-1020,Microsoft,Windows,Unknown,CWE-787
CVE-2021-38645,Microsoft,Open Management Infrastructure (OMI),Unknown,
CVE-2021-34523,Microsoft,Exchange Server,Known,CWE-287
CVE-2017-7269,Microsoft,Internet Information Services (IIS),Unknown,CWE-119
CVE-2021-36948,Microsoft,Windows,Unknown,
CVE-2021-38649,Microsoft,Open Management Infrastructure (OMI),Unknown,
CVE-2020-0688,Microsoft,Exchange Server,Known,CWE-287
CVE-2017-0143,Microsoft,Windows,Known,CWE-20
CVE-2016-7255,Microsoft,Win32k,Unknown,CWE-264
CVE-2019-0708,Microsoft,Remote Desktop Services,Unknown,CWE-416
CVE-2021-34473,Microsoft,Exchange Server,Known,CWE-918
CVE-2020-1464,Microsoft,Windows,Unknown,CWE-347
CVE-2021-1732,Microsoft,Win32k,Known,CWE-787
CVE-2021-34527,Microsoft,Windows,Known,CWE-269
CVE-2021-31207,Microsoft,Exchange Server,Known,"CWE-20, CWE-434"
CVE-2019-0803,Microsoft,Win32k,Unknown,
CVE-2020-1040,Microsoft,Hyper-V RemoteFX,Unknown,CWE-20
CVE-2021-28310,Microsoft,Win32k,Unknown,CWE-787
CVE-2020-1350,Microsoft,Windows,Unknown,
CVE-2021-26411,Microsoft,Internet Explorer,Known,CWE-416
CVE-2019-0859,Microsoft,Win32k,Unknown,
CVE-2021-40444,Microsoft,MSHTML,Known,CWE-22
CVE-2017-8759,Microsoft,.NET Framework,Unknown,CWE-20
CVE-2018-8653,Microsoft,Internet Explorer,Unknown,CWE-787
CVE-2019-0797,Microsoft,Win32k,Unknown,
CVE-2021-36942,Microsoft,Windows,Known,CWE-749
CVE-2019-1215,Microsoft,Windows,Known,
CVE-2018-0798,Microsoft,Office,Unknown,CWE-787
CVE-2018-0802,Microsoft,Office,Unknown,CWE-787
CVE-2012-0158,Microsoft,MSCOMCTL.OCX,Unknown,CWE-94
CVE-2015-1641,Microsoft,Office,Unknown,CWE-399
CVE-2021-27085,Microsoft,Internet Explorer,Unknown,
CVE-2019-0541,Microsoft,MSHTML,Unknown,CWE-77
CVE-2017-11882,Microsoft,Office,Known,CWE-119
CVE-2020-0674,Microsoft,Internet Explorer,Unknown,CWE-416
CVE-2021-27059,Microsoft,Office,Unknown,
CVE-2019-1367,Microsoft,Internet Explorer,Known,CWE-787
