Affected Vendor(s),CVE_ID,CVSS v3.0
Autodesk,CVE-2024-7305,7.8
Phoenix Contact,CVE-2024-3913,5.0
Ivanti,CVE-2024-37399,7.5
Ivanti,CVE-2024-38653,8.2
Ivanti,CVE-2024-38652,8.2
Microsoft,CVE-2024-38171,7.8
Microsoft,CVE-2024-38163,7.0
Microsoft,CVE-2024-38163,7.0
Microsoft,CVE-2024-38169,7.8
Adobe,CVE-2024-39388,7.8
Adobe,CVE-2024-34124,7.8
Adobe,CVE-2024-20789,7.8
Adobe,CVE-2024-34125,3.3
Adobe,CVE-2024-34126,3.3
Adobe,CVE-2024-39386,7.8
Adobe,CVE-2024-41840,7.8
Adobe,CVE-2024-39387,3.3
Adobe,CVE-2024-39423,7.8
Adobe,CVE-2024-39422,7.8
Adobe,CVE-2024-39424,7.8
Adobe,CVE-2024-41831,7.8
Adobe,CVE-2024-41833,3.3
Adobe,CVE-2024-41834,3.3
Adobe,CVE-2024-39426,7.8
Magnet Forensics,CVE-2024-7448,8.0
Samsung,CVE-2024-7399,9.8
Foxit,CVE-2024-7725,7.8
Foxit,CVE-2024-7724,7.8
Foxit,CVE-2024-7723,7.8
Foxit,CVE-2024-7722,3.3
QNAP,CVE-2024-32765,8.1
Apple,CVE-2024-27829,3.1
Apple,CVE-2024-27829,4.3
Apple,CVE-2024-27829,8.8
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,7.8
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,7.8
Apple,CVE-2024-27857,7.8
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,7.8
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,3.3
Apple,CVE-2024-27857,3.3
Logsign,CVE-2024-7601,7.1
Logsign,CVE-2024-7603,7.1
Logsign,CVE-2024-7604,5.1
Logsign,CVE-2024-7600,7.1
Logsign,CVE-2024-7602,6.5
Apple,CVE-2024-27802,3.3
SMARTBEAR,CVE-2024-7565,7.8
Apache,CVE-2024-38856,9.8
Microsoft,,5.5
Microsoft,,9.9
Microsoft,,3.3
Microsoft,,3.3
Microsoft,,3.3
Microsoft,,3.3
Microsoft,,3.3
Microsoft,,5.5
Microsoft,,5.5
Microsoft,,3.3
Microsoft,,3.3
oFono,CVE-2024-7547,7.0
oFono,CVE-2024-7546,7.8
oFono,CVE-2024-7545,7.8
oFono,CVE-2024-7544,7.8
oFono,CVE-2024-7543,7.8
oFono,CVE-2024-7542,3.3
oFono,CVE-2024-7541,3.3
oFono,CVE-2024-7540,3.3
oFono,CVE-2024-7539,7.8
oFono,CVE-2024-7538,7.8
oFono,CVE-2024-7537,3.3
Microsoft,CVE-2024-30082,8.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,5.3
Microsoft,,9.4
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Trimble,CVE-2024-7511,3.3
Trimble,CVE-2024-7510,7.8
Trimble,CVE-2024-7509,7.8
Trimble,CVE-2024-7508,7.8
ChargePoint,CVE-2024-23971,8.8
ChargePoint,CVE-2024-23970,6.5
ChargePoint,CVE-2024-23969,8.8
ChargePoint,CVE-2024-23968,8.8
ChargePoint,CVE-2024-23921,8.8
ChargePoint,CVE-2024-23920,8.8
ChargePoint,CVE-2024-7392,4.3
ChargePoint,CVE-2024-7391,2.6
Pioneer,CVE-2024-23928,6.5
Pioneer,CVE-2024-23929,7.3
Pioneer,CVE-2024-23930,4.3
NoMachine,CVE-2024-7253,7.8
Google,CVE-2023-7261,7.8
Apple,CVE-2024-27877,4.3
PaperCut,CVE-2024-8404,7.8
PaperCut,CVE-2024-3037,7.8
PDF-XChange,CVE-2024-7352,7.8
Check Point,CVE-2024-6233,7.8
Microsoft,CVE-2024-21371,8.8
Oracle,CVE-2024-21164,2.5
NI,CVE-2024-6122,5.5
NI,CVE-2024-6121,7.8
NI,CVE-2024-6675,7.8
NI,CVE-2024-6791,7.8
NI,CVE-2024-6793,9.8
NI,CVE-2024-6794,9.8
NI,CVE-2024-6806,9.8
NI,CVE-2024-6806,9.8
NI,CVE-2024-6805,7.5
NI,CVE-2024-6805,7.5
Trend Micro,CVE-2024-41183,7.8
Trend Micro,CVE-2024-41183,7.0
Logsign,CVE-2024-7564,4.3
SolarWinds,CVE-2024-28992,8.6
Docker,CVE-2024-6222,8.2
Linux,CVE-2024-35880,7.8
Panda Security,CVE-2024-7242,7.8
Panda Security,CVE-2024-7241,7.8
Panda Security,CVE-2024-7245,7.0
Panda Security,CVE-2024-7244,7.8
Panda Security,CVE-2024-7243,7.8
F-Secure,CVE-2024-7240,7.3
VIPRE,CVE-2024-7238,7.8
VIPRE,CVE-2024-7239,7.8
AVG,CVE-2024-7236,5.3
AVG,CVE-2024-7234,7.8
AVG,CVE-2024-7237,7.8
AVG,CVE-2024-7235,6.1
Avast,CVE-2024-7233,7.8
Avast,CVE-2024-7232,7.8
Avast,CVE-2024-7227,7.8
Avast,CVE-2024-7229,7.8
Avast,CVE-2024-7231,7.8
Avast,CVE-2024-7230,7.8
Avast,CVE-2024-7228,6.1
KernelCI,,8.2
Linux,CVE-2024-0565,8.3
Linux,CVE-2023-52755,9.0
Linux,CVE-2023-39197,4.0
Linux,CVE-2023-39198,7.5
Microsoft,,7.5
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,3.3
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,7.8
Microsoft,,9.8
Microsoft,,5.3
Microsoft,,9.8
Microsoft,,9.8
Microsoft,,7.8
Microsoft,,7.8
Microsoft,,7.8
Microsoft,,7.8
Microsoft,,3.3
IrfanView,CVE-2024-6822,7.8
IrfanView,CVE-2024-6821,7.8
IrfanView,CVE-2024-6820,7.8
IrfanView,CVE-2024-6819,7.8
IrfanView,CVE-2024-6818,7.8
IrfanView,CVE-2024-6817,7.8
IrfanView,CVE-2024-6816,7.8
IrfanView,CVE-2024-6815,7.8
Docker,CVE-2024-5652,6.1
Apple,CVE-2024-27829,8.8
Autodesk,CVE-2024-23147,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23147,7.8
Autodesk,CVE-2024-23152,7.8
Autodesk,CVE-2024-37007,7.8
Autodesk,CVE-2024-37005,7.8
Comodo,CVE-2024-7252,7.8
Comodo,CVE-2024-7251,7.8
Comodo,CVE-2024-7250,7.8
Comodo,CVE-2024-7249,7.8
Comodo,CVE-2024-7248,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39883,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39883,7.8
Delta Electronics,CVE-2024-39882,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39882,7.8
Delta Electronics,CVE-2024-39881,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
Delta Electronics,CVE-2024-39880,7.8
SolarWinds,CVE-2024-23475,10.0
SolarWinds,CVE-2024-23472,10.0
SolarWinds,CVE-2024-23474,8.6
SolarWinds,CVE-2024-23468,8.6
SolarWinds,CVE-2024-23469,10.0
SolarWinds,CVE-2024-23470,10.0
SolarWinds,CVE-2024-23471,10.0
SolarWinds,CVE-2024-23467,10.0
SolarWinds,CVE-2024-23466,10.0
SolarWinds,CVE-2024-23465,9.0
SolarWinds,CVE-2024-28074,10.0
SolarWinds,CVE-2024-28992,8.6
IrfanView,CVE-2024-6812,7.8
IrfanView,CVE-2024-6811,7.8
NETGEAR,CVE-2024-6813,8.8
NETGEAR,CVE-2024-6814,8.8
Parse,CVE-2024-27298,8.6
Centreon,CVE-2024-39841,8.8
ESET,CVE-2024-2003,7.3
Trend Micro,CVE-2024-39753,7.5
Parse,CVE-2024-39309,9.8
Progress Software,CVE-2024-5008,8.8
Progress Software,CVE-2024-4884,9.8
Progress Software,CVE-2024-4885,9.8
Progress Software,CVE-2024-4883,9.8
Progress Software,CVE-2024-5016,7.2
Progress Software,CVE-2024-5015,7.1
Progress Software,CVE-2024-5013,7.5
Progress Software,CVE-2024-5015,7.5
Progress Software,CVE-2024-5014,7.1
Progress Software,CVE-2024-5009,8.4
Progress Software,CVE-2024-5018,5.3
Progress Software,CVE-2024-5019,5.3
Zen Cart,CVE-2024-5762,8.1
VMware,CVE-2024-37087,5.3
Ubiquiti Networks,CVE-2024-29206,8.0
Ubiquiti Networks,CVE-2024-29207,6.3
Ubiquiti Networks,CVE-2024-29208,8.8
Sony,CVE-2024-23922,6.8
Sony,CVE-2024-23933,6.8
Sony,CVE-2024-23972,6.8
Sony,CVE-2024-23934,8.8
Sony,CVE-2024-23922,6.8
Silicon Labs,CVE-2024-23973,8.8
Silicon Labs,CVE-2025-2838,6.5
Silicon Labs,CVE-2025-2837,8.8
Silicon Labs,CVE-2024-24731,7.5
Silicon Labs,CVE-2024-23937,4.3
Silicon Labs,CVE-2024-23938,8.8
Phoenix Contact,CVE-2024-25994,5.3
Phoenix Contact,CVE-2024-26004,6.5
Phoenix Contact,CVE-2024-25999,7.8
Phoenix Contact,CVE-2024-25998,7.5
Phoenix Contact,CVE-2024-26002,7.8
Phoenix Contact,CVE-2024-26001,5.0
Phoenix Contact,CVE-2024-26005,8.8
Phoenix Contact,CVE-2024-26003,4.3
Phoenix Contact,CVE-2024-26000,4.3
Phoenix Contact,CVE-2024-26288,6.3
Phoenix Contact,CVE-2024-25996,5.0
Phoenix Contact,CVE-2024-25995,7.5
Phoenix Contact,CVE-2024-25997,3.1
Autel,CVE-2024-23957,8.8
Autel,CVE-2024-23967,8.0
Autel,CVE-2024-23958,6.5
Autel,CVE-2024-23959,8.0
Alpine,CVE-2024-23963,8.0
Alpine,CVE-2024-23961,6.8
Alpine,CVE-2024-23935,8.0
Alpine,CVE-2024-23962,5.3
Alpine,CVE-2024-23924,6.8
Alpine,CVE-2024-23960,4.6
Alpine,CVE-2024-23923,8.8
Linux,,7.1
Linux,CVE-2023-6200,8.3
Zope,,7.5
Wyze,CVE-2024-6249,8.8
Wyze,CVE-2024-6248,7.5
Wyze,CVE-2024-6247,6.8
Wyze,CVE-2024-6246,9.6
Synology,,6.8
Synology,CVE-2024-39352,6.8
Synology,CVE-2024-39350,7.8
Synology,CVE-2024-39349,8.8
Synology,CVE-2024-39347,6.6
Samsung,,8.8
Samsung,CVE-2023-42581,8.8
Samsung,,8.8
Samsung,CVE-2023-42580,8.8
QNAP,CVE-2024-32766,8.8
QNAP,CVE-2024-32766,9.8
QNAP,CVE-2023-51364,8.1
QNAP,CVE-2024-27124,7.5
QNAP,CVE-2024-32764,7.3
HP,CVE-2024-0794,8.8
Linux,CVE-2024-36886,9.0
Windscribe,CVE-2024-6141,7.8
VIPRE,CVE-2024-5930,7.8
VIPRE,CVE-2024-5929,7.8
VIPRE,CVE-2024-5928,7.8
Microsoft,CVE-2024-30082,8.8
Toshiba,CVE-2024-3498,7.8
Toshiba,CVE-2024-3497,8.8
Toshiba,CVE-2024-3496,8.8
Hewlett Packard Enterprise,CVE-2021-40438,8.2
Hewlett Packard Enterprise,CVE-2023-50275,7.5
Hewlett Packard Enterprise,CVE-2023-50274,7.8
Actiontec,CVE-2024-6146,8.8
Actiontec,CVE-2024-6145,8.8
Actiontec,CVE-2024-6144,8.8
Actiontec,CVE-2024-6143,8.8
Actiontec,CVE-2024-6142,8.8
Parallels,CVE-2024-6154,8.2
Parallels,CVE-2024-6153,7.8
Poly,CVE-2024-6147,7.8
Tenable,CVE-2023-5622,7.8
Autodesk,CVE-2024-23157,7.8
Autodesk,CVE-2024-23156,7.8
Autodesk,CVE-2024-23158,7.8
Autodesk,CVE-2024-23152,7.8
Autodesk,CVE-2024-23156,7.8
Autodesk,CVE-2024-23153,7.8
Autodesk,CVE-2024-23159,7.8
Autodesk,CVE-2024-23151,7.8
Autodesk,CVE-2024-23150,7.8
Autodesk,CVE-2024-23152,7.8
Autodesk,CVE-2024-23154,7.8
Autodesk,CVE-2024-36999,7.8
Autodesk,CVE-2024-23152,7.8
Autodesk,CVE-2024-23155,7.8
PaperCut,CVE-2023-39470,7.2
PaperCut,CVE-2024-1882,7.2
PaperCut,CVE-2024-1883,8.8
PaperCut,CVE-2024-1884,8.2
PaperCut,CVE-2024-1222,8.6
PaperCut,CVE-2024-1654,7.2
PaperCut,CVE-2024-1221,6.5
PaperCut,CVE-2024-1223,8.2
Linux,,7.1
Linux,,4.0
Oracle,CVE-2024-21121,8.2
Autodesk,CVE-2024-23120,7.8
Autodesk,CVE-2024-23129,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23147,7.8
Autodesk,CVE-2024-37005,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23120,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-37004,7.8
Autodesk,CVE-2024-23127,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23147,7.8
Autodesk,CVE-2024-37000,7.8
Autodesk,CVE-2024-37000,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23137,7.8
Autodesk,CVE-2024-23149,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-0446,7.8
Autodesk,CVE-2024-0446,7.8
Autodesk,CVE-2024-37000,7.8
Autodesk,CVE-2024-23134,7.8
Autodesk,CVE-2024-23127,7.8
Autodesk,CVE-2024-37003,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23127,7.8
Autodesk,CVE-2024-23137,7.8
Autodesk,CVE-2024-23127,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23129,7.8
Autodesk,CVE-2024-23142,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-23141,7.8
Autodesk,CVE-2024-0446,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-37002,7.8
Autodesk,CVE-2024-23131,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-37000,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-37001,7.8
Autodesk,CVE-2024-23142,7.8
Autodesk,CVE-2024-23142,7.8
Autodesk,CVE-2024-37006,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-23140,7.8
Autodesk,CVE-2024-0446,7.8
Autodesk,CVE-2024-23147,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23123,7.8
Autodesk,CVE-2024-23128,7.8
Autodesk,CVE-2024-23142,7.8
Autodesk,CVE-2024-23140,7.8
Autodesk,CVE-2024-23145,7.8
Autodesk,CVE-2024-23128,7.8
Autodesk,CVE-2024-0446,7.8
Autodesk,CVE-2024-23141,7.8
Autodesk,CVE-2024-23144,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-23143,7.8
Autodesk,CVE-2024-23122,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23142,7.8
Autodesk,CVE-2024-23144,7.8
Autodesk,CVE-2024-23129,7.8
Autodesk,CVE-2024-23146,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23127,7.8
Autodesk,CVE-2024-23130,7.8
Autodesk,CVE-2024-23157,7.8
Autodesk,CVE-2024-23128,7.8
Autodesk,CVE-2024-37003,7.8
Siemens,CVE-2024-35303,7.8
Fuji Electric,CVE-2024-37029,7.8
Fuji Electric,CVE-2024-37029,7.8
Fuji Electric,CVE-2024-37029,7.8
Fuji Electric,CVE-2024-37022,7.8
Dropbox,CVE-2024-5924,8.8
Deep Sea Electronics,CVE-2024-5952,4.3
Deep Sea Electronics,CVE-2024-5951,7.1
Deep Sea Electronics,CVE-2024-5950,8.8
Deep Sea Electronics,CVE-2024-5949,4.3
Deep Sea Electronics,CVE-2024-5948,8.8
Deep Sea Electronics,CVE-2024-5947,6.5
Famatech,CVE-2024-30376,7.3
IrfanView,CVE-2024-5876,7.8
IrfanView,CVE-2024-5875,7.8
IrfanView,CVE-2024-5874,7.8
IrfanView,CVE-2024-5877,7.8
Mozilla,CVE-2024-29944,7.8
Mozilla,CVE-2024-29943,5.4
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Delta Electronics,CVE-2024-4192,7.8
Logsign,CVE-2024-5719,8.8
Logsign,CVE-2024-5718,8.1
Logsign,CVE-2024-5717,8.8
Logsign,CVE-2024-5716,8.6
Logsign,CVE-2024-5721,8.1
Logsign,CVE-2024-5722,8.8
Logsign,CVE-2024-5720,8.8
Luxion,,7.8
Luxion,,7.8
Advantech,CVE-2023-52335,7.5
Microsoft,CVE-2024-30082,8.8
Microsoft,CVE-2024-30082,8.8
Microsoft,CVE-2024-30089,8.8
Microsoft,CVE-2024-30088,8.8
Microsoft,CVE-2024-30087,8.8
Microsoft,CVE-2024-35250,8.8
Microsoft,CVE-2024-30084,8.8
Microsoft,CVE-2024-30086,8.8
Microsoft,CVE-2024-30085,7.8
Schneider Electric,,9.8
Adobe,CVE-2024-34115,7.8
Microsoft,,7.7
Centreon,CVE-2024-5725,8.8
Centreon,CVE-2024-32501,8.8
Centreon,CVE-2024-5723,8.8
Siemens,CVE-2024-32639,7.8
Linux,CVE-2023-31436,8.2
Linux,CVE-2023-39189,5.1
Linux,CVE-2023-42755,6.7
Linux,CVE-2023-4458,4.0
Linux,CVE-2023-39180,4.0
Linux,CVE-2023-39179,7.5
Linux,,6.8
Linux,CVE-2023-39176,5.8
Trend Micro,CVE-2024-36473,5.3
NETGEAR,CVE-2023-51635,8.8
NETGEAR,CVE-2023-51634,7.5
SEW-EURODRIVE,CVE-2024-1167,5.5
Microsoft,,10.0
Microsoft,,9.8
Apple,CVE-2024-27836,7.8
Apple,CVE-2024-23286,3.3
Trend Micro,CVE-2024-37289,7.8
Trend Micro,CVE-2024-32849,7.8
Trend Micro,CVE-2024-36358,7.8
Trend Micro,CVE-2024-36359,5.4
Trend Micro,CVE-2024-36307,4.7
Trend Micro,CVE-2024-36305,7.8
Trend Micro,CVE-2024-36304,7.8
Trend Micro,CVE-2024-36303,7.8
Trend Micro,CVE-2024-36302,7.8
Trend Micro,CVE-2024-36306,6.1
GStreamer,CVE-2024-0444,7.5
Luxion,CVE-2024-30374,7.8
Luxion,CVE-2024-30375,7.8
Fuji Electric,CVE-2024-5597,7.8
NETGEAR,CVE-2024-5505,8.8
Canon,CVE-2023-6234,8.8
Progress Software,CVE-2024-4358,9.8
Lexmark,CVE-2023-50738,6.3
G DATA,CVE-2024-1867,7.8
G DATA,CVE-2024-1868,7.8
Kofax,CVE-2024-30373,7.8
Kofax,CVE-2024-5513,7.8
Kofax,CVE-2024-5512,3.3
Kofax,CVE-2024-5511,7.8
Kofax,CVE-2024-5510,7.8
Kofax,CVE-2024-5307,3.3
Kofax,CVE-2024-5306,7.8
Kofax,CVE-2024-5305,7.8
Kofax,CVE-2024-5304,7.8
Kofax,CVE-2024-5303,7.8
Kofax,CVE-2024-5302,7.8
Kofax,CVE-2024-5301,7.8
Sonos,CVE-2024-5269,8.8
Sonos,CVE-2024-5268,4.3
Sonos,CVE-2024-5267,8.8
Sonos,CVE-2024-5256,4.3
Luxion,CVE-2024-5507,7.8
Luxion,CVE-2024-5509,7.8
Luxion,CVE-2024-5508,7.8
Luxion,CVE-2024-5506,7.8
Fuji Electric,CVE-2024-34579,7.8
Fuji Electric,CVE-2024-34579,7.8
Fuji Electric,CVE-2024-34171,7.8
Fuji Electric,CVE-2024-34171,7.8
Fuji Electric,CVE-2024-34171,7.8
Fuji Electric,CVE-2024-34171,7.8
Fuji Electric,CVE-2024-5271,7.8
Fuji Electric,CVE-2024-34171,7.8
VMware,CVE-2024-22269,6.0
VMware,CVE-2024-22270,6.0
VMware,CVE-2024-22267,8.2
VMware,CVE-2024-22267,8.2
A10,CVE-2024-30369,7.8
A10,CVE-2024-30368,7.2
Phoenix Contact,CVE-2024-28137,7.8
Phoenix Contact,CVE-2024-28135,6.8
Phoenix Contact,CVE-2024-28136,7.5
Phoenix Contact,CVE-2024-28134,7.5
Phoenix Contact,CVE-2024-28133,7.8
Progress Software,CVE-2024-4357,6.5
Progress Software,CVE-2024-4561,4.2
Progress Software,CVE-2024-4562,7.1
NETGEAR,CVE-2024-5247,8.8
Ivanti,CVE-2024-29846,7.2
Ivanti,CVE-2024-29830,7.2
Ivanti,CVE-2024-29829,7.2
Ivanti,CVE-2024-29828,7.2
Ivanti,CVE-2024-29827,9.8
Ivanti,CVE-2024-29826,9.8
Ivanti,CVE-2024-29825,9.8
Ivanti,CVE-2024-29824,9.8
Ivanti,CVE-2024-29823,9.8
Ivanti,CVE-2024-29822,9.8
Ivanti,CVE-2024-29848,7.2
TP-Link,CVE-2024-5244,5.0
TP-Link,CVE-2024-5243,7.5
TP-Link,CVE-2024-5242,7.5
TP-Link,CVE-2024-5228,7.5
TP-Link,CVE-2024-5227,7.5
NETGEAR,CVE-2024-5247,8.8
NETGEAR,CVE-2024-5246,8.8
NETGEAR,CVE-2024-5245,7.8
Microsoft,CVE-2024-30037,8.8
VMware,CVE-2024-22268,9.6
Adobe,CVE-2024-30279,7.8
Adobe,CVE-2024-30280,7.8
WithSecure,CVE-2024-4454,7.3
LAquis,CVE-2024-5040,7.8
LAquis,CVE-2024-5040,7.8
LAquis,CVE-2024-5040,7.8
LAquis,CVE-2024-5040,5.5
LAquis,CVE-2024-5040,7.8
LAquis,CVE-2024-5040,7.8
LAquis,CVE-2024-5040,7.8
Adobe,CVE-2024-30310,7.8
Adobe,CVE-2024-34094,7.8
Adobe,CVE-2024-34095,7.8
Adobe,CVE-2024-34096,7.8
Adobe,CVE-2024-30284,7.8
Adobe,CVE-2024-34097,7.8
Adobe,CVE-2024-34101,3.3
QNAP,CVE-2023-51365,6.5
QNAP,CVE-2023-51364,6.5
QNAP,CVE-2024-32766,6.5
QNAP,CVE-2024-27124,6.5
QNAP,CVE-2024-32764,7.4
QNAP,CVE-2024-21901,8.8
QNAP,CVE-2024-21899,9.1
Avira,CVE-2023-51636,7.8
Sante,CVE-2023-51637,9.8
GStreamer,CVE-2024-4453,7.8
Siemens,CVE-2024-32066,7.8
Siemens,CVE-2024-32059,7.8
Siemens,CVE-2024-32061,7.8
Siemens,CVE-2024-32062,7.8
Siemens,CVE-2024-32063,7.8
Siemens,CVE-2024-32064,7.8
Siemens,CVE-2024-32065,7.8
Siemens,CVE-2024-32060,7.8
Siemens,CVE-2024-32057,7.8
Siemens,CVE-2024-32058,7.8
NI,CVE-2024-4044,7.8
SolarWinds,CVE-2024-28075,9.9
SolarWinds,CVE-2024-23473,8.6
Microsoft,CVE-2024-30043,7.1
Microsoft,CVE-2024-30034,8.4
Microsoft,CVE-2024-30033,7.0
D-Link,CVE-2024-5299,8.8
D-Link,CVE-2024-5298,8.8
D-Link,CVE-2024-5297,8.8
D-Link,CVE-2024-5296,9.8
D-Link,CVE-2024-5295,8.8
D-Link,CVE-2024-5294,4.3
D-Link,CVE-2024-5293,8.8
D-Link,CVE-2024-5292,7.3
D-Link,CVE-2024-5291,8.8
Delta Electronics,CVE-2024-1595,7.8
Delta Electronics,CVE-2023-46604,9.8
Microsoft,CVE-2023-24948,7.6
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-1847,7.8
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-1847,7.8
Dassault Systèmes,CVE-2024-3298,7.8
Dassault Systèmes,CVE-2024-1847,7.8
