Affected Vendor(s),CVE_ID,CVSS v3.0
Autodesk,CVE-2022-42946,7.8
Autodesk,CVE-2022-42946,7.8
Autodesk,CVE-2022-33886,7.8
Autodesk,CVE-2022-42946,7.8
X.Org,CVE-2023-0494,7.8
Microsoft,,6.8
Microsoft,,6.5
Microsoft,,6.5
Netatalk,CVE-2022-43634,9.8
Cacti,CVE-2022-46169,9.8
RARLAB,CVE-2022-43650,2.5
Foxit,CVE-2022-43649,7.8
Siemens,CVE-2021-44014,7.8
Siemens,CVE-2022-47935,7.8
Siemens,CVE-2021-44002,7.8
Siemens,CVE-2021-44002,7.8
Delta Electronics,CVE-2022-41657,8.8
Delta Electronics,CVE-2022-41657,7.1
Delta Electronics,CVE-2022-41657,8.8
Delta Electronics,CVE-2022-40202,8.8
Delta Electronics,CVE-2022-41657,6.5
Adobe,CVE-2023-21581,3.3
Adobe,CVE-2023-21603,3.3
Adobe,CVE-2023-21601,3.3
Adobe,CVE-2023-21597,7.8
Adobe,CVE-2023-21595,7.8
Adobe,CVE-2023-21599,3.3
Adobe,CVE-2023-21596,7.8
Adobe,CVE-2023-21598,3.3
Adobe,CVE-2023-21594,7.8
Adobe,CVE-2023-21590,7.8
Adobe,CVE-2023-21589,7.8
Adobe,CVE-2023-21592,3.3
Adobe,CVE-2023-21588,7.8
Adobe,CVE-2023-21587,7.8
Adobe,CVE-2023-21591,3.3
Adobe,CVE-2023-21607,7.8
Adobe,CVE-2023-21613,3.3
Adobe,CVE-2023-21614,3.3
Adobe,CVE-2023-21606,7.8
Adobe,CVE-2023-21609,7.8
Adobe,CVE-2023-21608,7.8
Adobe,CVE-2023-21605,7.8
Adobe,CVE-2023-21585,3.3
Adobe,CVE-2023-21579,7.8
VMware,CVE-2022-31708,4.9
VMware,CVE-2022-31703,7.5
VMware,CVE-2022-31702,9.8
VMware,CVE-2022-31707,7.2
Trend Micro,CVE-2022-48191,7.8
D-Link,CVE-2022-43648,8.8
Microsoft,CVE-2022-47211,7.8
Microsoft,CVE-2022-47213,7.8
Microsoft,CVE-2023-21793,6.6
Microsoft,CVE-2023-21792,5.3
Microsoft,CVE-2023-21792,5.3
Microsoft,CVE-2023-21792,6.6
Microsoft,CVE-2023-21792,6.6
Microsoft,CVE-2023-21792,6.6
Microsoft,CVE-2023-21792,6.6
Microsoft,CVE-2023-21791,6.6
Microsoft,CVE-2023-21790,6.6
Microsoft,CVE-2023-21789,5.3
Microsoft,CVE-2023-21788,5.3
Microsoft,CVE-2023-21787,5.3
Microsoft,CVE-2023-21786,6.6
Microsoft,CVE-2023-21785,5.3
Microsoft,CVE-2023-21784,5.3
Microsoft,CVE-2023-21784,6.6
Microsoft,CVE-2023-21784,6.6
Microsoft,CVE-2023-21783,6.6
Microsoft,CVE-2023-21782,5.3
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21782,6.6
Microsoft,CVE-2023-21781,6.6
Microsoft,CVE-2023-21780,6.6
Microsoft,CVE-2023-21764,7.0
Microsoft,CVE-2023-21763,7.8
Microsoft,CVE-2023-21737,7.8
Microsoft,CVE-2023-21547,3.7
Microsoft,CVE-2023-21735,7.8
Microsoft,CVE-2023-21734,7.8
Microsoft,CVE-2023-21745,8.8
Microsoft,CVE-2023-21736,7.8
Microsoft,CVE-2023-21680,7.8
Microsoft,CVE-2023-21745,8.8
Microsoft,CVE-2023-21531,5.3
Microsoft,CVE-2023-21542,7.8
WSO2,CVE-2024-7074,7.2
WSO2,CVE-2024-6914,8.1
Foxit,CVE-2024-12753,6.7
Foxit,CVE-2024-12752,7.8
Foxit,CVE-2024-12751,7.8
Paessler,CVE-2024-12833,8.0
Ashlar-Vellum,CVE-2024-13051,7.8
Ashlar-Vellum,CVE-2024-13050,7.8
Ashlar-Vellum,CVE-2024-13049,7.8
Ashlar-Vellum,CVE-2024-13048,7.8
Ashlar-Vellum,CVE-2024-13047,7.8
Ashlar-Vellum,CVE-2024-13046,7.8
Ashlar-Vellum,CVE-2024-13045,7.8
Ashlar-Vellum,CVE-2024-13044,7.8
Panda Security,CVE-2024-13043,7.8
Linux,CVE-2024-50285,5.9
Webmin,CVE-2024-12828,9.9
Delta Electronics,CVE-2024-12836,7.8
Delta Electronics,CVE-2024-12835,7.8
Delta Electronics,CVE-2024-12834,7.8
Delta Electronics,CVE-2024-12677,7.8
Arista,CVE-2024-12831,6.6
Arista,CVE-2024-12832,8.3
Arista,CVE-2024-12830,8.1
Arista,CVE-2024-12829,7.2
Rockwell Automation,CVE-2024-11364,7.8
Rockwell Automation,CVE-2024-11157,7.8
Rockwell Automation,CVE-2024-12175,7.8
Rockwell Automation,CVE-2024-11364,7.8
Tibbo,CVE-2024-12700,8.8
AnyDesk,CVE-2024-12754,5.5
Autodesk,CVE-2024-12200,7.8
Autodesk,CVE-2024-12198,7.8
Autodesk,CVE-2024-12197,7.8
Autodesk,CVE-2024-12179,7.8
Autodesk,CVE-2024-12194,7.8
Autodesk,CVE-2024-12192,7.8
Autodesk,CVE-2024-12191,7.8
Autodesk,CVE-2024-12178,7.8
Autodesk,CVE-2024-12671,7.8
Autodesk,CVE-2024-12670,7.8
Autodesk,CVE-2024-12669,7.8
Autodesk,CVE-2024-11422,7.8
libarchive,CVE-2024-26256,7.8
XWiki.org,CVE-2025-24893,9.8
libarchive,CVE-2024-20697,7.8
Ivanti,CVE-2024-37373,7.2
Microsoft,,7.8
Dell,CVE-2024-47484,8.2
Dell,CVE-2024-47977,7.1
Dell,CVE-2024-52538,7.1
Dell,CVE-2024-47977,7.1
Dell,CVE-2024-47977,7.1
Linux,,8.5
Progress Software,CVE-2024-46908,8.8
Progress Software,CVE-2024-46907,8.8
Progress Software,CVE-2024-46905,8.8
Progress Software,CVE-2024-46906,8.8
Wacom,CVE-2024-12552,7.0
GeoVision,CVE-2024-12553,6.5
Tungsten Automation,CVE-2024-12547,7.8
Tungsten Automation,CVE-2024-12548,3.3
Tungsten Automation,CVE-2024-12549,7.8
Tungsten Automation,CVE-2024-12550,3.3
Tungsten Automation,CVE-2024-12551,7.8
ManageEngine,CVE-2024-52323,8.8
AutomationDirect,CVE-2024-11611,7.8
AutomationDirect,CVE-2024-11610,7.8
AutomationDirect,CVE-2024-11609,7.8
GFI,CVE-2024-11949,8.8
GFI,CVE-2024-11948,9.8
GFI,CVE-2024-11947,8.8
Veritas,CVE-2024-53909,8.0
Veritas,CVE-2024-53910,8.0
Veritas,CVE-2024-53911,8.0
Veritas,CVE-2024-53913,8.0
Veritas,CVE-2024-53914,8.0
Veritas,CVE-2024-53912,8.0
Veritas,CVE-2024-53915,8.0
Veritas,CVE-2024-52941,6.3
Veritas,CVE-2024-52942,6.3
Veritas,CVE-2024-52943,6.3
Veritas,CVE-2024-52944,6.3
Microsoft,CVE-2024-49041,7.5
Microsoft,CVE-2024-49082,6.8
Delta Electronics,CVE-2024-47964,7.8
Rockwell Automation,CVE-2024-11156,7.8
Rockwell Automation,CVE-2024-11156,7.8
Rockwell Automation,CVE-2024-11155,7.8
Rockwell Automation,CVE-2024-11156,7.8
Rockwell Automation,CVE-2024-12130,7.8
Rockwell Automation,CVE-2024-11158,7.8
Rockwell Automation,CVE-2024-11156,7.8
Linux,,7.5
BlueZ,CVE-2024-8805,8.8
Epic Games,CVE-2024-11872,7.8
Progress Software,CVE-2024-46909,9.8
iXsystems,CVE-2024-11946,3.1
iXsystems,CVE-2024-11944,7.5
Linux,CVE-2024-42070,3.8
Intel,CVE-2023-49797,7.8
XnSoft,CVE-2024-11950,7.8
Hewlett Packard Enterprise,CVE-2024-53676,9.8
Hewlett Packard Enterprise,CVE-2024-53675,7.3
Hewlett Packard Enterprise,CVE-2024-53674,7.3
Hewlett Packard Enterprise,CVE-2024-53673,8.1
Hewlett Packard Enterprise,CVE-2024-11622,7.3
Hewlett Packard Enterprise,CVE-2024-51770,7.5
Hewlett Packard Enterprise,CVE-2024-51769,7.5
Hewlett Packard Enterprise,CVE-2024-51768,8.0
Hewlett Packard Enterprise,CVE-2024-51767,7.3
Fuji Electric,CVE-2024-11933,7.8
Fuji Electric,CVE-2024-11803,7.8
Fuji Electric,CVE-2024-11802,7.8
Fuji Electric,CVE-2024-11801,7.8
Fuji Electric,CVE-2024-11800,7.8
Fuji Electric,CVE-2024-11799,7.8
Fuji Electric,CVE-2024-11798,7.8
Fuji Electric,CVE-2024-11797,7.8
Fuji Electric,CVE-2024-11796,7.8
Fuji Electric,CVE-2024-11795,7.8
Fuji Electric,CVE-2024-11794,7.8
Fuji Electric,CVE-2024-11793,7.8
Fuji Electric,CVE-2024-11792,7.8
Fuji Electric,CVE-2024-11791,7.8
Fuji Electric,CVE-2024-11790,7.8
Fuji Electric,CVE-2024-11789,7.8
Fuji Electric,CVE-2024-11787,7.8
Intel,CVE-2024-36488,7.8
Luxion,CVE-2024-11581,7.8
Luxion,CVE-2024-11580,7.8
Luxion,CVE-2024-11579,7.8
Luxion,CVE-2024-11578,7.8
Luxion,CVE-2024-11577,7.8
Luxion,CVE-2024-11576,7.8
7-Zip,CVE-2024-11612,6.5
Adobe,CVE-2024-49529,3.3
IrfanView,CVE-2024-11507,7.8
IrfanView,CVE-2024-11508,7.8
IrfanView,CVE-2024-11509,7.8
IrfanView,CVE-2024-11513,7.8
IrfanView,CVE-2024-11516,7.8
IrfanView,CVE-2024-11514,7.8
IrfanView,CVE-2024-11515,7.8
IrfanView,CVE-2024-11517,7.8
IrfanView,CVE-2024-11518,7.8
IrfanView,CVE-2024-11519,7.8
IrfanView,CVE-2024-11506,7.8
IrfanView,CVE-2024-11524,7.8
IrfanView,CVE-2024-11523,7.8
IrfanView,CVE-2024-11525,7.8
IrfanView,CVE-2024-11522,7.8
IrfanView,CVE-2024-11528,7.8
IrfanView,CVE-2024-11538,7.8
IrfanView,CVE-2024-11532,7.8
IrfanView,CVE-2024-11533,7.8
IrfanView,CVE-2024-11534,7.8
IrfanView,CVE-2024-11535,7.8
IrfanView,CVE-2024-11536,7.8
IrfanView,CVE-2024-11537,7.8
IrfanView,CVE-2024-11554,7.8
IrfanView,CVE-2024-11520,7.8
IrfanView,CVE-2024-11521,7.8
IrfanView,CVE-2024-11560,7.8
IrfanView,CVE-2024-11561,7.8
IrfanView,CVE-2024-11563,7.8
IrfanView,CVE-2024-11567,7.8
IrfanView,CVE-2024-11569,7.8
IrfanView,CVE-2024-11574,7.8
IrfanView,CVE-2024-11562,7.8
IrfanView,CVE-2024-11570,7.8
IrfanView,CVE-2024-11572,7.8
IrfanView,CVE-2024-11575,7.8
IrfanView,CVE-2024-11564,7.8
IrfanView,CVE-2024-11565,7.8
IrfanView,CVE-2024-11571,7.8
IrfanView,CVE-2024-11573,7.8
IrfanView,CVE-2024-11566,7.8
IrfanView,CVE-2024-11568,7.8
IrfanView,CVE-2024-11556,7.8
IrfanView,CVE-2024-11557,7.8
IrfanView,CVE-2024-11558,7.8
IrfanView,CVE-2024-11555,7.8
IrfanView,CVE-2024-11559,7.8
IrfanView,CVE-2024-11510,7.8
IrfanView,CVE-2024-11511,7.8
IrfanView,CVE-2024-11512,7.8
IrfanView,CVE-2024-11553,7.8
IrfanView,CVE-2024-11539,7.8
IrfanView,CVE-2024-11541,7.8
IrfanView,CVE-2024-11540,7.8
IrfanView,CVE-2024-11542,7.8
IrfanView,CVE-2024-11551,7.8
IrfanView,CVE-2024-11543,7.8
IrfanView,CVE-2024-11549,7.8
IrfanView,CVE-2024-11552,7.8
IrfanView,CVE-2024-11548,7.8
IrfanView,CVE-2024-11547,7.8
IrfanView,CVE-2024-11546,7.8
IrfanView,CVE-2024-11545,7.8
IrfanView,CVE-2024-11544,7.8
IrfanView,CVE-2024-11550,7.8
IrfanView,CVE-2024-11526,7.8
IrfanView,CVE-2024-11527,7.8
IrfanView,CVE-2024-11529,7.8
IrfanView,CVE-2024-11530,7.8
IrfanView,CVE-2024-11531,7.8
Microsoft,CVE-2024-38024,7.2
Panda Security,CVE-2024-8424,7.8
7-Zip,CVE-2024-11477,7.8
RSA Security,,7.8
WordPress,CVE-2024-31210,8.8
Dassault Systèmes,CVE-2024-10204,7.8
Dassault Systèmes,CVE-2024-10204,7.8
Siemens,CVE-2024-52573,7.8
Siemens,CVE-2024-52571,7.8
Siemens,CVE-2024-52567,7.8
Siemens,CVE-2024-52566,7.8
Siemens,CVE-2024-52565,7.8
Siemens,CVE-2024-52570,7.8
Siemens,CVE-2024-52569,7.8
Siemens,CVE-2024-52568,7.8
Siemens,CVE-2024-52574,7.8
Siemens,CVE-2024-52572,7.8
McAfee,CVE-2024-49592,6.7
Trend Micro,CVE-2024-51503,7.5
Hugging Face,CVE-2024-11394,8.8
Hugging Face,CVE-2024-11393,8.8
Hugging Face,CVE-2024-11392,7.5
Progress Software,CVE-2024-7763,9.8
Microsoft,CVE-2024-49032,7.8
Ivanti,CVE-2024-50330,9.8
Ivanti,CVE-2024-50329,8.8
Ivanti,CVE-2024-50328,7.2
Ivanti,CVE-2024-50327,7.2
Ivanti,CVE-2024-50326,7.2
Ivanti,CVE-2024-50324,7.2
Ivanti,CVE-2024-50323,7.8
Ivanti,CVE-2024-50322,7.8
Ivanti,CVE-2024-37376,7.2
Ivanti,CVE-2024-34787,7.8
Ivanti,CVE-2024-34784,7.2
Ivanti,CVE-2024-34782,7.2
Ivanti,CVE-2024-34781,7.2
Ivanti,CVE-2024-34781,7.2
Ivanti,CVE-2024-32847,7.2
Ivanti,CVE-2024-32844,7.2
Ivanti,CVE-2024-32841,7.2
Ivanti,CVE-2024-32839,7.2
Ivanti,CVE-2024-50321,7.5
Ivanti,CVE-2024-50320,7.5
Ivanti,CVE-2024-50319,7.5
Ivanti,CVE-2024-50318,7.5
Ivanti,CVE-2024-50317,7.5
Ivanti,CVE-2024-7571,7.8
G DATA,CVE-2024-6871,7.0
Trimble,CVE-2024-9731,7.8
Trimble,CVE-2024-9728,7.8
Trimble,CVE-2024-9714,7.8
Trimble,CVE-2024-9721,7.8
Trimble,CVE-2024-9722,7.8
Trimble,CVE-2024-9723,7.8
Trimble,CVE-2024-9724,7.8
Trimble,CVE-2024-9725,7.8
Trimble,CVE-2024-9720,7.8
Trimble,CVE-2024-9727,7.8
Trimble,CVE-2024-9726,7.8
Trimble,CVE-2024-9713,7.8
Trimble,CVE-2024-9712,7.8
Veeam,CVE-2024-40715,5.0
Panda Security,CVE-2024-8424,7.8
Delta Electronics,CVE-2024-39354,7.8
Delta Electronics,CVE-2024-39605,7.8
Delta Electronics,CVE-2024-47131,7.8
Delta Electronics,CVE-2024-39605,7.8
Delta Electronics,CVE-2024-47131,7.8
Delta Electronics,CVE-2024-39605,7.8
Delta Electronics,CVE-2024-39354,7.8
Delta Electronics,CVE-2024-47131,7.8
Delta Electronics,CVE-2024-39605,7.8
Delta Electronics,CVE-2024-39605,7.8
Centreon,CVE-2024-39842,4.7
Centreon,CVE-2024-39843,4.7
Centreon,CVE-2024-39842,4.7
Delta Electronics,CVE-2024-10456,9.8
Linux,,8.5
Linux,,8.8
Linux,,8.8
X.Org,CVE-2024-9632,7.8
Autodesk,CVE-2024-8592,7.8
Apple,CVE-2024-44284,7.8
Apple,CVE-2024-44283,3.3
Apple,CVE-2024-44282,3.3
Apple,CVE-2024-44281,3.3
Apple,CVE-2024-44279,3.3
Apple,CVE-2024-44237,3.3
Apple,CVE-2024-44236,7.8
Apple,CVE-2024-44218,8.8
Apple,CVE-2024-44215,3.3
Apple,"CVE-2024-44240,  CVE-2024-44302",3.3
Autodesk,CVE-2024-8587,7.8
Autodesk,CVE-2024-8600,7.8
Autodesk,CVE-2024-8588,7.8
Autodesk,CVE-2024-8596,7.8
Autodesk,CVE-2024-8589,3.3
Autodesk,CVE-2024-8590,7.8
Autodesk,CVE-2024-8591,7.8
Autodesk,CVE-2024-8593,7.8
Autodesk,CVE-2024-8594,7.8
Autodesk,CVE-2024-8595,7.8
Autodesk,CVE-2024-8597,7.8
Autodesk,CVE-2024-8598,7.8
Autodesk,CVE-2024-8599,7.8
Autodesk,CVE-2024-9826,7.8
Autodesk,CVE-2024-9827,7.8
Autodesk,CVE-2024-8896,7.8
Autodesk,CVE-2024-9489,7.8
Autodesk,CVE-2024-9996,7.8
Autodesk,CVE-2024-9997,7.8
Nikon,CVE-2024-8025,7.0
VMware,CVE-2024-38814,8.8
Schneider Electric,CVE-2015-0250,6.5
Trend Micro,CVE-2024-48903,7.8
Trend Micro,CVE-2024-48904,9.8
Schneider Electric,CVE-2024-8531,7.2
Schneider Electric,CVE-2024-8530,5.9
Schneider Electric,CVE-2024-8422,7.8
Oracle,CVE-2024-21273,6.0
Oracle,CVE-2024-21259,7.5
Oracle,CVE-2024-21248,5.3
Delta Electronics,CVE-2024-47966,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47964,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47962,7.8
Delta Electronics,CVE-2024-47965,7.8
Delta Electronics,,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
Delta Electronics,CVE-2024-47963,7.8
PostHog,CVE-2024-9710,7.1
QEMU,CVE-2024-6519,8.2
Trimble,CVE-2024-9730,7.8
Trimble,CVE-2024-9729,7.8
Trimble,CVE-2024-9719,7.8
Trimble,CVE-2024-9718,7.8
Trimble,CVE-2024-9717,7.8
Trimble,CVE-2024-9715,7.8
Trimble,CVE-2024-9716,7.8
IrfanView,CVE-2024-9261,7.8
IrfanView,CVE-2024-9260,7.8
IrfanView,CVE-2024-9259,7.8
IrfanView,CVE-2024-9767,7.8
IrfanView,CVE-2024-9258,7.8
Zimbra,CVE-2024-9665,6.5
Tungsten Automation,CVE-2024-9755,7.8
Tungsten Automation,CVE-2024-9757,3.3
Tungsten Automation,CVE-2024-9761,3.3
Tungsten Automation,CVE-2024-9735,7.8
Tungsten Automation,CVE-2024-9744,7.8
Tungsten Automation,CVE-2024-9751,7.8
Tungsten Automation,CVE-2024-9764,7.8
Tungsten Automation,CVE-2024-9758,3.3
Tungsten Automation,CVE-2024-9753,3.3
Tungsten Automation,CVE-2024-9763,3.3
Tungsten Automation,CVE-2024-9762,3.3
Tungsten Automation,CVE-2024-9760,3.3
Tungsten Automation,CVE-2024-9759,3.3
Tungsten Automation,CVE-2024-9754,3.3
Tungsten Automation,CVE-2024-9752,3.3
Tungsten Automation,CVE-2024-9734,7.8
Tungsten Automation,CVE-2024-9733,7.8
Tungsten Automation,CVE-2024-9736,7.8
Tungsten Automation,CVE-2024-9737,7.8
Tungsten Automation,CVE-2024-9739,7.8
Tungsten Automation,CVE-2024-9750,7.8
Tungsten Automation,CVE-2024-9745,7.8
Tungsten Automation,CVE-2024-9741,7.8
Tungsten Automation,CVE-2024-9746,7.8
Tungsten Automation,CVE-2024-9747,7.8
Tungsten Automation,CVE-2024-9740,7.8
Tungsten Automation,CVE-2024-9742,7.8
Tungsten Automation,CVE-2024-9738,7.8
Tungsten Automation,CVE-2024-9749,3.3
Tungsten Automation,CVE-2024-9748,7.8
Tungsten Automation,CVE-2024-9743,7.8
Tungsten Automation,CVE-2024-9732,7.8
Wacom,CVE-2024-9766,7.8
SonicWALL,CVE-2024-45315,6.1
SonicWALL,CVE-2024-45316,7.8
NVIDIA,CVE-2024-0113,8.8
Adobe,CVE-2024-45146,7.8
Adobe,CVE-2024-45138,7.8
Microsoft,CVE-2024-43556,7.8
Axis Communications,,8.8
Axis Communications,,8.8
Ivanti,CVE-2024-47011,7.5
Ivanti,CVE-2024-47010,7.3
Ivanti,CVE-2024-47009,7.3
Ivanti,CVE-2024-47008,7.5
Centreon,CVE-2024-39843,4.7
Centreon,CVE-2024-39842,4.7
Apple,CVE-2024-40841,8.8
Autodesk,CVE-2024-7674,7.8
Autodesk,CVE-2024-7672,7.8
Autodesk,CVE-2024-7671,7.8
Autodesk,CVE-2024-7670,7.8
Autodesk,CVE-2024-7673,7.8
Autodesk,CVE-2024-7675,7.8
PaperCut,CVE-2024-8405,6.1
Apple,CVE-2024-40777,7.8
Apple,CVE-2024-40784,3.3
Microsoft,CVE-2024-38066,7.8
Lenovo,CVE-2024-4696,7.5
Foxit,CVE-2024-9256,3.3
Foxit,CVE-2024-9255,7.8
Foxit,CVE-2024-9254,7.8
Foxit,CVE-2024-9251,3.3
Foxit,CVE-2024-9253,3.3
Foxit,CVE-2024-9252,3.3
Foxit,CVE-2024-9250,7.8
Foxit,CVE-2024-9248,7.8
Foxit,CVE-2024-9249,7.8
Foxit,CVE-2024-9247,7.8
Foxit,CVE-2024-9246,3.3
Foxit,CVE-2024-9244,7.8
Foxit,CVE-2024-9245,7.8
Foxit,CVE-2024-9243,7.8
Logsign,CVE-2024-9257,4.3
Western Digital,CVE-2024-22170,7.5
Microsoft,CVE-2024-38249,8.8
Microsoft,CVE-2024-38249,8.8
Microsoft,CVE-2024-38249,7.8
TeamViewer,CVE-2024-7481,8.8
TeamViewer,CVE-2024-7479,8.8
Apple,CVE-2024-40846,7.5
Apple,CVE-2024-44160,8.8
Apple,CVE-2024-44161,4.3
Apple,CVE-2024-44154,4.3
Apple,CVE-2024-40841,7.5
Apple,CVE-2024-44176,7.8
Apple,CVE-2024-40845,4.3
Apple,CVE-2024-27861,4.3
Apple,CVE-2024-27861,4.3
Apple,CVE-2024-27860,4.3
Apple,CVE-2024-27861,4.3
Apple,CVE-2024-27861,4.3
Apple,CVE-2024-27861,4.3
FastStone,CVE-2024-9114,7.8
FastStone,CVE-2024-9113,7.8
FastStone,CVE-2024-9112,7.8
PDF-XChange,CVE-2024-8849,3.3
PDF-XChange,CVE-2024-8848,3.3
PDF-XChange,CVE-2024-8847,7.8
PDF-XChange,CVE-2024-8846,3.3
PDF-XChange,CVE-2024-8845,3.3
PDF-XChange,CVE-2024-8844,3.3
PDF-XChange,CVE-2024-8843,3.3
PDF-XChange,CVE-2024-8842,7.8
PDF-XChange,CVE-2024-8841,3.3
PDF-XChange,CVE-2024-8840,7.8
PDF-XChange,CVE-2024-8839,3.3
PDF-XChange,CVE-2024-8838,7.8
PDF-XChange,CVE-2024-8837,7.8
PDF-XChange,CVE-2024-8836,3.3
PDF-XChange,CVE-2024-8835,3.3
PDF-XChange,CVE-2024-8834,3.3
PDF-XChange,CVE-2024-8833,7.8
PDF-XChange,CVE-2024-8832,3.3
PDF-XChange,CVE-2024-8831,7.8
PDF-XChange,CVE-2024-8830,7.8
PDF-XChange,CVE-2024-8829,3.3
PDF-XChange,CVE-2024-8828,3.3
PDF-XChange,CVE-2024-8827,7.8
PDF-XChange,CVE-2024-8826,7.8
PDF-XChange,CVE-2024-8825,7.8
PDF-XChange,CVE-2024-8824,3.3
PDF-XChange,CVE-2024-8823,3.3
PDF-XChange,CVE-2024-8822,3.3
PDF-XChange,CVE-2024-8821,3.3
PDF-XChange,CVE-2024-8820,3.3
PDF-XChange,CVE-2024-8819,3.3
PDF-XChange,CVE-2024-8818,7.8
PDF-XChange,CVE-2024-8817,7.8
PDF-XChange,CVE-2024-8816,3.3
PDF-XChange,CVE-2024-8815,7.8
PDF-XChange,CVE-2024-8814,7.8
PDF-XChange,CVE-2024-8813,7.8
PDF-XChange,CVE-2024-8812,7.8
WinZip Computing,CVE-2024-8811,7.8
Cohesive Networks,CVE-2024-8809,8.8
Cohesive Networks,CVE-2024-8808,8.8
Cohesive Networks,CVE-2024-8807,9.8
Cohesive Networks,CVE-2024-8806,9.8
BlueZ,CVE-2024-8805,8.8
Trend Micro,CVE-2024-46903,6.5
Trend Micro,CVE-2024-46902,4.9
mySCADA,CVE-2024-4708,9.8
SolarWinds,CVE-2024-28990,7.3
SolarWinds,CVE-2024-28991,9.9
Ivanti,CVE-2024-29847,9.8
Ivanti,CVE-2024-8012,7.8
Ivanti,CVE-2024-34785,7.2
Ivanti,CVE-2024-34783,7.2
Ivanti,CVE-2024-34779,7.2
Ivanti,CVE-2024-32848,7.2
Ivanti,CVE-2024-32846,7.2
Ivanti,CVE-2024-32845,7.2
Ivanti,CVE-2024-32843,7.2
Ivanti,CVE-2024-32842,7.2
Ivanti,CVE-2024-32840,7.2
Ivanti,CVE-2024-37397,8.2
Ivanti,CVE-2024-8191,7.8
Microsoft,CVE-2024-38213,8.8
Microsoft,CVE-2024-38213,8.8
Visteon,CVE-2024-8355,6.8
Microsoft,CVE-2024-43461,7.5
Microsoft,CVE-2024-43466,6.5
Microsoft,CVE-2024-38249,8.8
Microsoft,CVE-2024-38018,8.8
Adobe,CVE-2024-43760,7.8
Adobe,CVE-2024-39381,7.8
Adobe,CVE-2024-39384,7.8
Adobe,CVE-2024-39377,7.8
Adobe,CVE-2024-39382,3.3
Adobe,CVE-2024-39385,3.3
Adobe,CVE-2024-39378,7.8
Adobe,CVE-2024-45107,3.3
Malwarebytes,CVE-2024-6260,7.0
Linux,CVE-2024-39463,7.8
Delta Electronics,CVE-2024-7502,7.8
Visteon,CVE-2024-8360,6.8
Visteon,CVE-2024-8359,6.8
Visteon,CVE-2024-8358,6.8
Visteon,CVE-2024-8357,7.8
Visteon,CVE-2024-8356,8.8
Progress Software,CVE-2024-6672,8.8
Progress Software,CVE-2024-6671,9.8
Progress Software,CVE-2024-6670,9.8
Progress Software,CVE-2024-7744,4.3
Delta Electronics,CVE-2024-8255,7.8
Linux,,6.5
Axis Communications,,7.6
Apple,CVE-2024-27857,7.8
Apple,CVE-2024-27857,3.3
Qualcomm Technologies,CVE-2024-21473,9.8
Amazon,,9.8
Amazon,,9.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Delta Electronics,CVE-2024-7502,7.8
Allegra,CVE-2024-30372,8.8
Allegra,CVE-2024-5581,7.2
Allegra,CVE-2024-5580,7.2
Allegra,CVE-2024-5579,7.2
Linux,CVE-2024-36960,6.7
Apple,CVE-2024-40789,4.3
G DATA,CVE-2024-30377,7.8
Rockwell Automation,CVE-2024-7988,9.8
Rockwell Automation,CVE-2024-7987,7.8
Rockwell Automation,CVE-2024-7986,5.5
PaperCut,CVE-2024-4712,7.8
Autel,CVE-2024-7795,8.8
